,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,address,state,city,zip_code,genre,category1,category2,category3
212,Vkm496BmKltEFjcOkgUTpg,passion-fin-vienna,Passion Fin,https://s3-media3.fl.yelpcdn.com/bphoto/9-UY2Qd_-e6pbZALEmfmhw/o.jpg,False,https://www.yelp.com/biz/passion-fin-vienna?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,380,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'thai', 'title': 'Thai'}]",4.0,"{'latitude': 38.8786822, 'longitude': -77.228186}","['pickup', 'delivery']",$$,"{'address1': '2750 A Gallows Rd', 'address2': '', 'address3': '', 'city': 'Vienna', 'zip_code': '22180', 'country': 'US', 'state': 'VA', 'display_address': ['2750 A Gallows Rd', 'Vienna, VA 22180']}",+17032042969,(703) 204-2969,7405.6820172232065,"['2750 A Gallows Rd', 'Vienna, VA 22180']",VA,Vienna,22180,"['Asian Fusion', 'Sushi Bars', 'Thai']",Asian Fusion,Sushi Bars,Thai
213,32w5iRuwgv14ALBjTNSU1Q,proper-21-washington,Proper 21,https://s3-media1.fl.yelpcdn.com/bphoto/CZV6NxJc5OoU_WmRAO8Z3g/o.jpg,False,https://www.yelp.com/biz/proper-21-washington?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,510,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"{'latitude': 38.8976440429688, 'longitude': -77.0305938720703}","['pickup', 'delivery']",$$,"{'address1': '1319 F St NW', 'address2': None, 'address3': None, 'city': 'Washington, DC', 'zip_code': '20004', 'country': 'US', 'state': 'DC', 'display_address': ['1319 F St NW', 'Washington, DC 20004']}",+12028473674,(202) 847-3674,13147.588922839243,"['1319 F St NW', 'Washington, DC 20004']",DC,Washington,20004,"['Bars', 'American (New)']",Bars,American (New),
214,VVEZ3fYbe0W4Td0Q2WCoJg,succotash-national-harbor-national-harbor-4,SUCCOTASH - National Harbor,https://s3-media2.fl.yelpcdn.com/bphoto/qy8T2ECGb0JD5UtAG7nd2A/o.jpg,False,https://www.yelp.com/biz/succotash-national-harbor-national-harbor-4?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,1427,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 38.7836655, 'longitude': -77.0169285}","['pickup', 'delivery']",$$,"{'address1': '186 Waterfront St', 'address2': None, 'address3': None, 'city': 'National Harbor', 'zip_code': '20745', 'country': 'US', 'state': 'MD', 'display_address': ['186 Waterfront St', 'National Harbor, MD 20745']}",+13015678900,(301) 567-8900,21465.723808027626,"['186 Waterfront St', 'National Harbor, MD 20745']",MD,National Harbor,20745,"['Southern', 'American (Traditional)', 'Breakfast & Brunch']",Southern,American (Traditional),Breakfast & Brunch
215,WT8Lj6sSp5CfHUFt-Hg0hQ,lupo-verde-osteria-washington-3,Lupo Verde Osteria,https://s3-media1.fl.yelpcdn.com/bphoto/vxfmqJlT2ojp3SYeCZI4xA/o.jpg,False,https://www.yelp.com/biz/lupo-verde-osteria-washington-3?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,73,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 38.91656, 'longitude': -77.09621}",['delivery'],,"{'address1': '4814 MacArthur Blvd NW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20007', 'country': 'US', 'state': 'DC', 'display_address': ['4814 MacArthur Blvd NW', 'Washington, DC 20007']}",+12025066683,(202) 506-6683,7121.337530059665,"['4814 MacArthur Blvd NW', 'Washington, DC 20007']",DC,Washington,20007,"['Italian', 'Wine Bars', 'Breakfast & Brunch']",Italian,Wine Bars,Breakfast & Brunch
216,e3xFagywbOWmKVGP2I9RNA,the-peoples-drug-alexandria,The People's Drug,https://s3-media1.fl.yelpcdn.com/bphoto/0eSlgOHitsfFK_7zEegbLQ/o.jpg,False,https://www.yelp.com/biz/the-peoples-drug-alexandria?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,256,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 38.80561, 'longitude': -77.04901}","['pickup', 'delivery']",$$,"{'address1': '103 N Alfred St', 'address2': '', 'address3': None, 'city': 'Alexandria', 'zip_code': '22314', 'country': 'US', 'state': 'VA', 'display_address': ['103 N Alfred St', 'Alexandria, VA 22314']}",+15712578851,(571) 257-8851,17811.846751885027,"['103 N Alfred St', 'Alexandria, VA 22314']",VA,Alexandria,22314,"['American (Traditional)', 'Cocktail Bars']",American (Traditional),Cocktail Bars,
217,ntE2YAtq_ymtmqWOek_cvg,wilson-hardware-kitchen-and-bar-arlington-2,Wilson Hardware Kitchen & Bar,https://s3-media2.fl.yelpcdn.com/bphoto/eFucJ66T870mLpkvJNlKfA/o.jpg,False,https://www.yelp.com/biz/wilson-hardware-kitchen-and-bar-arlington-2?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,257,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 38.88853, 'longitude': -77.09374}",['delivery'],$$,"{'address1': '2915 Wilson Blvd', 'address2': '', 'address3': None, 'city': 'Arlington', 'zip_code': '22201', 'country': 'US', 'state': 'VA', 'display_address': ['2915 Wilson Blvd', 'Arlington, VA 22201']}",+17035274200,(703) 527-4200,8580.550756201399,"['2915 Wilson Blvd', 'Arlington, VA 22201']",VA,Arlington,22201,"['American (Traditional)', 'American (New)', 'Cocktail Bars']",American (Traditional),American (New),Cocktail Bars
218,1W5lv--XZhZ77yiERbyyLw,fahrenheit-asian-mclean,Fahrenheit Asian,https://s3-media2.fl.yelpcdn.com/bphoto/2L3cLNvBU2IPpDuB2EduqA/o.jpg,False,https://www.yelp.com/biz/fahrenheit-asian-mclean?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,364,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'ramen', 'title': 'Ramen'}]",3.5,"{'latitude': 38.9392659609573, 'longitude': -77.1786813404755}","['pickup', 'delivery']",$$,"{'address1': '1313 Dolley Madison Blvd', 'address2': 'Ste 103', 'address3': '', 'city': 'McLean', 'zip_code': '22101', 'country': 'US', 'state': 'VA', 'display_address': ['1313 Dolley Madison Blvd', 'Ste 103', 'McLean, VA 22101']}",+17036468968,(703) 646-8968,879.5129609434185,"['1313 Dolley Madison Blvd', 'Ste 103', 'McLean, VA 22101']",VA,McLean,22101,"['Asian Fusion', 'Chinese', 'Ramen']",Asian Fusion,Chinese,Ramen
219,D-RWa2Ans-ZhaFR3FbPUhg,founding-farmers-tysons-tysons-6,Founding Farmers - Tysons,https://s3-media3.fl.yelpcdn.com/bphoto/6ZxGhx6cCY2uZptZ83thKA/o.jpg,False,https://www.yelp.com/biz/founding-farmers-tysons-tysons-6?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,2557,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,"{'latitude': 38.9226943, 'longitude': -77.2230205}","['pickup', 'delivery']",$$,"{'address1': '1800 Tysons Blvd', 'address2': '', 'address3': '', 'city': 'Tysons', 'zip_code': '22102', 'country': 'US', 'state': 'VA', 'display_address': ['1800 Tysons Blvd', 'Tysons, VA 22102']}",+17034428783,(703) 442-8783,4168.562488372384,"['1800 Tysons Blvd', 'Tysons, VA 22102']",VA,McLean,22102,"['Bars', 'American (New)', 'Breakfast & Brunch']",Bars,American (New),Breakfast & Brunch
220,aTIrqwmEirT7RF72lYapfQ,baba-arlington-5,Baba,https://s3-media2.fl.yelpcdn.com/bphoto/lolnH4ST_w5IXNbjTZsi3A/o.jpg,False,https://www.yelp.com/biz/baba-arlington-5?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,281,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",4.5,"{'latitude': 38.88874, 'longitude': -77.09345}",['delivery'],$$,"{'address1': '2901 Wilson Blvd', 'address2': None, 'address3': '', 'city': 'Arlington', 'zip_code': '22201', 'country': 'US', 'state': 'VA', 'display_address': ['2901 Wilson Blvd', 'Arlington, VA 22201']}",+17033127978,(703) 312-7978,8593.264298815231,"['2901 Wilson Blvd', 'Arlington, VA 22201']",VA,Arlington,22201,"['Modern European', 'Cocktail Bars', 'Music Venues']",Modern European,Cocktail Bars,Music Venues
221,ztsERus90Z97YIvasluZFA,raouche-cafe-falls-church,Raouche Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/-ZFM3me0FxhT-zKl7ktDug/o.jpg,False,https://www.yelp.com/biz/raouche-cafe-falls-church?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,424,"[{'alias': 'halal', 'title': 'Halal'}, {'alias': 'lebanese', 'title': 'Lebanese'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.5,"{'latitude': 38.8735777246334, 'longitude': -77.2257971763611}","['pickup', 'delivery']",$$,"{'address1': '2839 Gallows Rd', 'address2': '', 'address3': '', 'city': 'Falls Church', 'zip_code': '22042', 'country': 'US', 'state': 'VA', 'display_address': ['2839 Gallows Rd', 'Falls Church, VA 22042']}",+17032059099,(703) 205-9099,7747.889893364865,"['2839 Gallows Rd', 'Falls Church, VA 22042']",VA,Falls Church,22042,"['Halal', 'Lebanese', 'Mediterranean']",Halal,Lebanese,Mediterranean
222,KvSq5Y5hnj_AblRO3yWFPw,bartaco-reston-reston-4,bartaco - Reston,https://s3-media2.fl.yelpcdn.com/bphoto/YZ7AL3IzPILluLC4UtRR8A/o.jpg,False,https://www.yelp.com/biz/bartaco-reston-reston-4?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,1559,"[{'alias': 'tacos', 'title': 'Tacos'}]",4.0,"{'latitude': 38.958213, 'longitude': -77.3608438}",[],$$,"{'address1': '12021 Town Sq St', 'address2': None, 'address3': '', 'city': 'Reston', 'zip_code': '20190', 'country': 'US', 'state': 'VA', 'display_address': ['12021 Town Sq St', 'Reston, VA 20190']}",+17037878226,(703) 787-8226,16239.622384024657,"['12021 Town Sq St', 'Reston, VA 20190']",VA,Reston,20190,['Tacos'],Tacos,,
223,7HXY4dHgn83UAAh1Ib5vdA,ottoman-taverna-washington,Ottoman Taverna,https://s3-media2.fl.yelpcdn.com/bphoto/OQDeUY923Zccx7mIwCDWFg/o.jpg,False,https://www.yelp.com/biz/ottoman-taverna-washington?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,427,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'turkish', 'title': 'Turkish'}, {'alias': 'halal', 'title': 'Halal'}]",4.5,"{'latitude': 38.9017829779873, 'longitude': -77.0162170745369}","['pickup', 'delivery']",$$,"{'address1': '425 I St NW', 'address2': None, 'address3': '', 'city': 'Washington, DC', 'zip_code': '20001', 'country': 'US', 'state': 'DC', 'display_address': ['425 I St NW', 'Washington, DC 20001']}",+12028470395,(202) 847-0395,14233.232063164185,"['425 I St NW', 'Washington, DC 20001']",DC,Washington,20001,"['Mediterranean', 'Turkish', 'Halal']",Mediterranean,Turkish,Halal
224,wRHR4iAYaqnDzMA7pgK2bA,punjab-grill-washington-2,Punjab Grill,https://s3-media1.fl.yelpcdn.com/bphoto/C2KAy_FUMvg0CVbYu6uYig/o.jpg,False,https://www.yelp.com/biz/punjab-grill-washington-2?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,298,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",4.5,"{'latitude': 38.89577, 'longitude': -77.02681}","['pickup', 'delivery']",,"{'address1': '427 11th St NW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20004', 'country': 'US', 'state': 'DC', 'display_address': ['427 11th St NW', 'Washington, DC 20004']}",+12028133004,(202) 813-3004,13527.514440829616,"['427 11th St NW', 'Washington, DC 20004']",DC,Washington,20004,"['Indian', 'Cocktail Bars', 'Vegetarian']",Indian,Cocktail Bars,Vegetarian
225,dOKnbP1TjZx_3XB6_VYHgg,carlyle-arlington,Carlyle,https://s3-media4.fl.yelpcdn.com/bphoto/-eMt7VFBmGYc2mJl9Gx7RA/o.jpg,False,https://www.yelp.com/biz/carlyle-arlington?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,1357,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"{'latitude': 38.8406, 'longitude': -77.08702}","['pickup', 'delivery']",$$,"{'address1': '4000 Campbell Ave', 'address2': '', 'address3': '', 'city': 'Arlington', 'zip_code': '22206', 'country': 'US', 'state': 'VA', 'display_address': ['4000 Campbell Ave', 'Arlington, VA 22206']}",+17039310777,(703) 931-0777,12729.599976336167,"['4000 Campbell Ave', 'Arlington, VA 22206']",VA,Arlington,22206,"['American (New)', 'Sandwiches', 'Wine Bars']",American (New),Sandwiches,Wine Bars
226,WvoVt-Px_aq_uUIlOsTM2w,social-burger-vienna,Social Burger,https://s3-media1.fl.yelpcdn.com/bphoto/TaBayRh9mCIYoOzmKo055Q/o.jpg,False,https://www.yelp.com/biz/social-burger-vienna?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,364,"[{'alias': 'burgers', 'title': 'Burgers'}]",4.0,"{'latitude': 38.8968226711521, 'longitude': -77.2704399771551}",['delivery'],$$,"{'address1': '350 Maple Ave W', 'address2': '', 'address3': '', 'city': 'Vienna', 'zip_code': '22180', 'country': 'US', 'state': 'VA', 'display_address': ['350 Maple Ave W', 'Vienna, VA 22180']}",+17033645420,(703) 364-5420,9023.167179724938,"['350 Maple Ave W', 'Vienna, VA 22180']",VA,Vienna,22180,['Burgers'],Burgers,,
227,GC9rsqjmYBTIGELUBK2k7A,chez-billy-sud-washington,Chez Billy Sud,https://s3-media2.fl.yelpcdn.com/bphoto/6yzpeC5ZCmPsGKu_ExYVRw/o.jpg,False,https://www.yelp.com/biz/chez-billy-sud-washington?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,281,"[{'alias': 'french', 'title': 'French'}]",4.0,"{'latitude': 38.9036486, 'longitude': -77.0608099}",['delivery'],$$$,"{'address1': '1039 31st St NW', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20007', 'country': 'US', 'state': 'DC', 'display_address': ['1039 31st St NW', 'Washington, DC 20007']}",+12029652606,(202) 965-2606,10456.115945392023,"['1039 31st St NW', 'Washington, DC 20007']",DC,Washington,20007,['French'],French,,
228,kW7DXrVGYFaUyPxLy-Nc6A,the-capital-grille-mclean-2,The Capital Grille,https://s3-media1.fl.yelpcdn.com/bphoto/gK6BXWhx63YbKa0fiGVZ8Q/o.jpg,False,https://www.yelp.com/biz/the-capital-grille-mclean-2?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,481,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"{'latitude': 38.915744, 'longitude': -77.225446}",[],$$$,"{'address1': '1861 International Dr', 'address2': '', 'address3': '', 'city': 'McLean', 'zip_code': '22102', 'country': 'US', 'state': 'VA', 'display_address': ['1861 International Dr', 'McLean, VA 22102']}",+17034483900,(703) 448-3900,4609.641162728787,"['1861 International Dr', 'McLean, VA 22102']",VA,McLean,22102,"['Steakhouses', 'Seafood', 'Wine Bars']",Steakhouses,Seafood,Wine Bars
229,O5YrMeOGYDxLcnf5mrlR0A,big-buns-damn-good-burgers-arlington-3,Big Buns Damn Good Burgers,https://s3-media1.fl.yelpcdn.com/bphoto/-EJPzClCSR_8h41HIhSvUw/o.jpg,False,https://www.yelp.com/biz/big-buns-damn-good-burgers-arlington-3?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,953,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",4.0,"{'latitude': 38.8805, 'longitude': -77.11359}","['pickup', 'delivery']",$$,"{'address1': '4401 Wilson Blvd', 'address2': '', 'address3': '', 'city': 'Arlington', 'zip_code': '22203', 'country': 'US', 'state': 'VA', 'display_address': ['4401 Wilson Blvd', 'Arlington, VA 22203']}",+17032763032,(703) 276-3032,7850.708721123669,"['4401 Wilson Blvd', 'Arlington, VA 22203']",VA,Arlington,22203,"['Burgers', 'Beer, Wine & Spirits']",Burgers,"Beer, Wine & Spirits",
230,UKAagcQSoG8aH0JP8nHcOg,the-royal-washington-2,The Royal,https://s3-media3.fl.yelpcdn.com/bphoto/WP2a8zFjbDXIwjA6_PzNlw/o.jpg,False,https://www.yelp.com/biz/the-royal-washington-2?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,243,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'latin', 'title': 'Latin American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 38.9150428771973, 'longitude': -77.0185775756836}",['delivery'],$$,"{'address1': '501 Florida Ave NW', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20001', 'country': 'US', 'state': 'DC', 'display_address': ['501 Florida Ave NW', 'Washington, DC 20001']}",+12023327777,(202) 332-7777,13758.657152485366,"['501 Florida Ave NW', 'Washington, DC 20001']",DC,Washington,20001,"['Coffee & Tea', 'Latin American', 'Cocktail Bars']",Coffee & Tea,Latin American,Cocktail Bars
231,FryMYKLij5RplQcfc7bnhA,lucky-buns-washington,Lucky Buns,https://s3-media4.fl.yelpcdn.com/bphoto/wfZ-ECZV2R8gQAYjVZ4wKg/o.jpg,False,https://www.yelp.com/biz/lucky-buns-washington?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,364,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.0,"{'latitude': 38.9170475222847, 'longitude': -77.0417802543844}",['delivery'],$$,"{'address1': '2000 18th St NW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20009', 'country': 'US', 'state': 'DC', 'display_address': ['2000 18th St NW', 'Washington, DC 20009']}",+12025061713,(202) 506-1713,11740.922715357734,"['2000 18th St NW', 'Washington, DC 20009']",DC,Washington,20009,"['American (New)', 'Bars', 'Burgers']",American (New),Bars,Burgers
232,xgCsuE2_dNHe_fhSbrSkGQ,cubanos-restaurant-silver-spring,Cubano's Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/PN6QqJ3N-KUSCnUUtdPcEA/o.jpg,False,https://www.yelp.com/biz/cubanos-restaurant-silver-spring?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,500,"[{'alias': 'cuban', 'title': 'Cuban'}]",4.0,"{'latitude': 38.99613, 'longitude': -77.03013}",[],$$,"{'address1': '1201 Fidler Ln', 'address2': '', 'address3': '', 'city': 'Silver Spring', 'zip_code': '20910', 'country': 'US', 'state': 'MD', 'display_address': ['1201 Fidler Ln', 'Silver Spring, MD 20910']}",+13015634020,(301) 563-4020,14513.512551708913,"['1201 Fidler Ln', 'Silver Spring, MD 20910']",MD,Silver Spring,20910,['Cuban'],Cuban,,
233,w5N_UtykEs4ZhGX6beBe_g,flemings-prime-steakhouse-and-wine-bar-mclean-mclean,Fleming’s Prime Steakhouse & Wine Bar,https://s3-media1.fl.yelpcdn.com/bphoto/vyzKBxynA5OyTdug2KYuSg/o.jpg,False,https://www.yelp.com/biz/flemings-prime-steakhouse-and-wine-bar-mclean-mclean?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,406,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,"{'latitude': 38.920269, 'longitude': -77.227087}",[],$$$,"{'address1': '1960 A Chain Bridge Rd', 'address2': '', 'address3': '', 'city': 'McLean', 'zip_code': '22102', 'country': 'US', 'state': 'VA', 'display_address': ['1960 A Chain Bridge Rd', 'McLean, VA 22102']}",+17034428384,(703) 442-8384,4577.8453708469415,"['1960 A Chain Bridge Rd', 'McLean, VA 22102']",VA,McLean,22102,"['Steakhouses', 'Wine Bars', 'Seafood']",Steakhouses,Wine Bars,Seafood
234,7eko53Pj_M--C50moQz8bA,dolan-uyghur-restaurant-washington-2,Dolan Uyghur Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/huk985Hc3otZ3d7K3UNzLA/o.jpg,False,https://www.yelp.com/biz/dolan-uyghur-restaurant-washington-2?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,244,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'kebab', 'title': 'Kebab'}]",4.0,"{'latitude': 38.936212, 'longitude': -77.059031}","['pickup', 'delivery']",$$,"{'address1': '3518 Connecticut Ave NW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20008', 'country': 'US', 'state': 'DC', 'display_address': ['3518 Connecticut Ave NW', 'Washington, DC 20008']}",+12026863941,(202) 686-3941,10148.298497642729,"['3518 Connecticut Ave NW', 'Washington, DC 20008']",DC,Washington,20008,"['Seafood', 'Wine Bars', 'Kebab']",Seafood,Wine Bars,Kebab
235,A5a2WrmY230d_EyDvk1dlQ,open-road-grill-falls-church,Open Road Grill,https://s3-media2.fl.yelpcdn.com/bphoto/IDnN7vQhgMs-yAsZci9aoQ/o.jpg,False,https://www.yelp.com/biz/open-road-grill-falls-church?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,460,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 38.8756358802637, 'longitude': -77.224140616334}",['delivery'],$$,"{'address1': '8100 Lee Hwy', 'address2': '', 'address3': '', 'city': 'Falls Church', 'zip_code': '22042', 'country': 'US', 'state': 'VA', 'display_address': ['8100 Lee Hwy', 'Falls Church, VA 22042']}",+15713954400,(571) 395-4400,7477.917483212196,"['8100 Lee Hwy', 'Falls Church, VA 22042']",VA,Falls Church,22042,"['American (New)', 'Bars']",American (New),Bars,
236,RQCsOV3PVMdytSkx5P16Nw,the-old-brogue-great-falls,The Old Brogue,https://s3-media3.fl.yelpcdn.com/bphoto/VCQuOqtA0CpW1qgMwiac7A/o.jpg,False,https://www.yelp.com/biz/the-old-brogue-great-falls?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,226,"[{'alias': 'irish', 'title': 'Irish'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'british', 'title': 'British'}]",4.0,"{'latitude': 38.9972648620605, 'longitude': -77.2903594970703}",[],$$,"{'address1': '760 Walker Rd', 'address2': 'Ste C', 'address3': '', 'city': 'Great Falls', 'zip_code': '22066', 'country': 'US', 'state': 'VA', 'display_address': ['760 Walker Rd', 'Ste C', 'Great Falls, VA 22066']}",+17037593309,(703) 759-3309,12279.489827631074,"['760 Walker Rd', 'Ste C', 'Great Falls, VA 22066']",VA,Great Falls,22066,"['Irish', 'American (Traditional)', 'British']",Irish,American (Traditional),British
